heuristic_score,text_similarity,id_similarity,name_similarity,label
0.514224624902201,0.6351037531086202,0.3932397997392439,0.3935040421305885,1
0.6115191460582083,0.6306961706238788,0.7495991928424444,0.35645651446767807,1
0.6786432826709479,0.9131621096686896,0.6170203922257332,0.18478055084441578,1
0.7228232304516101,0.9438721204967948,0.45063699936679263,0.5784803519658749,1
0.38309356640377384,0.704001205529545,0.005549359010181498,0.1471407796797344,0
0.7388466207428904,0.9202308470061282,0.6963191798311261,0.34917721645244243,1
0.552994317116099,0.6285218136739381,0.5479754993716826,0.37170380233812594,1
0.5738685331213252,0.6705425520032303,0.6325788811677588,0.244117963846912,1
0.546745648406466,0.738307806279067,0.25417483499199534,0.5066964738466695,0
0.6912816812230507,0.7307677820768899,0.8652406402028159,0.33162799061880477,1
0.6712943601769071,0.7924492407052599,0.7512990401186643,0.2484001389433892,1
0.6468069997023085,0.7134404598422296,0.5295775637907421,0.6560675032198556,1
0.6494373871801236,0.8195550356026269,0.3327261093726988,0.6992101828350021,1
0.413477902305687,0.5731416914777435,0.17103072028497382,0.3779892024066154,1
0.2050868549491134,0.0813977864657364,0.19194001776140304,0.5340297819391215,1
0.319885411388738,0.18863712641972522,0.4268574013131991,0.4875481389245784,0
0.4821242216671281,0.5160489838509972,0.41195001197663234,0.502573630743199,0
0.37152670395117826,0.28373461835719266,0.4531718438755033,0.4685392080496549,0
0.630858503757487,0.7988103384869929,0.5732779801038852,0.29734970241412445,1
0.6637301763310992,0.7886560762497514,0.6128922676915118,0.4276722894938497,1
0.5242266876507478,0.8040665173191068,0.3420021362765081,0.09796394054120976,1
0.28207851985451804,0.18180707764200169,0.4022830021052873,0.352450402009655,0
0.43517971099677244,0.7660440771118794,0.004676454220837134,0.2537736808729078,0
0.1602346395536257,0.028340633546437833,0.27408562083647836,0.3191931826473164,0
0.5311453270175575,0.611933908039879,0.4894988910530884,0.3916435284084569,1
0.80703551881962,0.8859697211584763,0.7788256406913052,0.6520148301649514,1
0.41148816746399747,0.3236845392208335,0.5979572003311588,0.35129368877116507,0
0.5224814233464881,0.7029322748779933,0.5618497762140224,0.01230176521642372,0
0.6021322810869485,0.6552821486554122,0.6043943877558418,0.4658644521624497,1
0.5644669280881667,0.8435231236822377,0.36934728381220105,0.15950590551693725,1
0.6548002503941712,0.6066319207590227,0.7085799600750955,0.6945515099606558,1
0.15299510904511548,0.13575728309022264,0.13648560893179737,0.22085392410232488,0
0.27763237322264284,0.15954229835228625,0.34916228154896245,0.46556269790905497,0
0.7811677961347472,0.9976311089809514,0.6633549861568644,0.41672872898606106,1
0.5117335580442357,0.6785684225719166,0.3528023598929691,0.33304319395193316,0
0.6291025161596177,0.862207095337221,0.48973962611174104,0.2553854032874244,1
0.4501936133163852,0.608294081767577,0.23085589203777224,0.383949024106325,0
0.21221984623803844,0.1548694072066729,0.41702324638239713,0.04839084359991432,0
0.46417587938006544,0.6902371472816844,0.3672595394558532,0.04439721951233659,1
0.7016788714218691,0.9384030245231635,0.592025960486097,0.2743478550722918,1
0.5463714994710334,0.8234697185900224,0.4153560804758974,0.05014908016626478,1
0.6948842038110697,0.8012714106899551,0.7439367787389142,0.3553373242220897,1
0.4854750431608535,0.7759982579216147,0.06945843840357857,0.38319191339486264,0
0.7553083690376146,0.8789129183946556,0.8848556001273662,0.2519761490103847,1
0.7920748900786376,0.8340591286565213,0.8382659063739921,0.6178277691908964,1
0.42865404717182054,0.5032549521121407,0.4201576634163895,0.25489636045416664,0
0.5123563258339158,0.7288862695291753,0.43399355289716435,0.08857562600089419,1
0.30930488892300917,0.15525109428171452,0.5420528145559464,0.3453174870768399,0
0.15745962957862222,0.06251940375656861,0.12294372942682827,0.44658404436144716,0
0.3154845926097538,0.61994494234396,0.008868568618395111,0.014257754261276179,0
0.6252794823049262,0.6029931984427066,0.7746006516969843,0.45701343787238835,1
0.3397935131377292,0.17427565919859644,0.5974336191581521,0.36712798895492665,0
0.3920860341828151,0.5117346481026827,0.3642178992927681,0.13476670171821684,0
0.5409302185057973,0.6856184051821054,0.37051272919487016,0.43483598578141763,0
0.565572960429022,0.602189243533851,0.8182949701582529,0.09494923807310361,1
0.27988370863212564,0.4313837405765951,0.13139927136081644,0.12386028467791566,0
0.6704866846443768,0.7515471825391828,0.5576353964578091,0.637112372187213,1
0.2906478006340136,0.0654954179862182,0.5292680509736724,0.49559838174401366,0
0.4968204801674134,0.7135094420010544,0.35944271961564694,0.161164716410961,0
0.628568474590698,0.9462290157284112,0.4760251036751979,0.0632321781196648,1
0.39779516734825093,0.5259960190561053,0.2904500575562622,0.23831070276659805,0
0.811461660165071,0.8936066239154892,0.8131870007246411,0.6035112399496704,1
0.6277053609686261,0.8799103778356264,0.3907846928851267,0.35257382092637424,1
0.6789612948551506,0.8198693597050974,0.5386648326854102,0.5371358259848942,1
0.4034285481925682,0.4910026296802113,0.4102744382921135,0.17422450932414227,0
0.1993148664035557,0.08023906762062652,0.43184090874344155,0.1482152998510498,0
0.15559236776999297,0.04529216370541214,0.265095509889468,0.2670881647522324,0
0.17486701796142845,0.1012350028264085,0.17313097077775644,0.36155112657448624,0
0.5728316373267692,0.7483649286166677,0.36762963979671603,0.4418014053971026,0
0.741745635503741,0.7219645381139664,0.8882292609358646,0.5714729408299916,1
0.578880421284733,0.6287108372243074,0.6280105269417169,0.38060922295032146,1
0.6973764470720865,0.6575487731884571,0.7901688385536881,0.6577570445587577,1
0.7493190726785977,0.8664398214270289,0.7686200445314535,0.4275657430282361,1
0.6088062191740583,0.7089281372462326,0.45385157549424376,0.5909333895133444,0
0.3365603170763493,0.5562046824234735,0.19429386021700523,0.0008490889975547589,0
0.5450555163125917,0.7763850527192147,0.3448158720198911,0.2670911417350853,1
0.5399233798659957,0.766666399215952,0.49870694697727946,0.03489048082417897,1
0.34361106185878987,0.5269360716764785,0.2639420019589617,0.004802127164310566,0
0.6352662380029505,0.6373083621297309,0.7399227666412537,0.47317613472854436,1
0.8133722351978194,0.9639748691669845,0.7157117729377549,0.5833563436650034,1
0.2879287372070948,0.42390204810068444,0.003948823391509593,0.37396533069649834,0
0.6437374628864743,0.7410979487433174,0.5210303625352815,0.5843968987711557,1
0.6391094124361543,0.6070675123999648,0.7560430689261242,0.5438136777916727,1
0.7823308496000398,0.9147764543248496,0.7212627404918481,0.5428190014503029,1
0.6222960554929123,0.6516120228728167,0.760116912181688,0.3422748520099879,1
0.5042579071964859,0.6418721926420794,0.38593708025410994,0.33770343399606606,0
0.06942963174907196,0.09946376639611945,0.051031334405189255,0.021941741147277337,0
0.4373523284974807,0.5548042104342092,0.20414813503442186,0.4935289138502474,0
0.5239420471913993,0.6607206932315325,0.5568680834190255,0.13260637774962653,1
0.5739674550478269,0.7268163645268951,0.44489343637307643,0.3854562093622818,1
0.5871611855757264,0.6246380243656723,0.45040979370543544,0.6985961764062983,1
0.37721967603378126,0.504148401700477,0.31764846097172594,0.1492546844601247,0
0.6073782280021254,0.6058731374240283,0.7579122494371464,0.3853399222948366,1
0.3283039966740412,0.37933082168694493,0.30381266175047134,0.23747393652713666,0
0.6047239087698489,0.8428845721976288,0.3416499188696193,0.4039332350507437,1
0.6314628405968874,0.8969271797671907,0.5401272127059589,0.10480543450752211,1
0.5592438093019373,0.784439772061963,0.541703603996021,0.02256421036074748,1
0.544860757769324,0.5759873180346523,0.582470890715441,0.4106291576868277,0
0.2975559957133975,0.5235711660383316,0.04269751677176925,0.11480578831350438,0
0.48976018528338283,0.6647129831169063,0.5091034071574624,0.023363357888454825,1
0.8417577683935507,0.9415937504588916,0.8905884070691032,0.5189218552168692,1
0.558462583173283,0.7497855745795751,0.4662781874048363,0.2184316983102233,1
0.5262525151671276,0.6242828738407646,0.6586476509727559,0.08258391477459234,1
0.2353205591036734,0.0009126209168019095,0.5020296253528705,0.42127680519705635,0
0.31630179551130116,0.3719354004370068,0.2080116654611757,0.3396529782722254,1
0.30967436049162234,0.23800015978847108,0.4322182216775132,0.3050440704706643,0
0.7220778386338207,0.9896438475922329,0.42965432300231604,0.49179808968504685,1
0.5908790937935053,0.6911871088892729,0.519693820681452,0.44688696572216624,1
0.6063113478530333,0.7038925146490284,0.5327915584165246,0.472638115017809,0
0.7033753679822882,0.8846823283677552,0.46051961901991945,0.6143915904621736,1
0.6492987426849436,0.7677203951711241,0.6689926577697871,0.32370373884222703,1
0.3961272036163085,0.3153965135783329,0.5563043354504653,0.35768823096001207,0
0.5366800817204155,0.7493534173034699,0.4480877343775167,0.13788526377712756,1
0.5659321141875343,0.6380196790257605,0.79939158253052,0.0355239995774904,1
0.27320769711962856,0.043598075618072676,0.5890357884906717,0.37348961381695367,0
0.27599789172092387,0.3693877093818933,0.16576523845919536,0.20787232746109308,0
0.29663580517904575,0.19903886341600208,0.5351032986682063,0.1829269193529142,1
0.6693647550103154,0.8440241931548695,0.3967153457540185,0.6416902735333755,1
0.6403319184766857,0.8323957494992202,0.5180806918380119,0.34354918087836006,1
