text_sim,id_present,class_len,is_button,is_link,role_match,cv_similarity,cv_dist_norm,label
0.01680704566989899,1,2.597863894169011,1,0,0,0.15176615759985224,0.34722524317763365,0
0.39514621495495006,0,2.6399642193511106,0,1,1,0.13773897874541402,0.43087277656153233,0
0.05702242592057061,0,5.680013306808566,1,1,1,0.08774972688958099,0.43013041055970297,0
0.7294245043728956,0,3.1758450560080336,1,0,1,0.6806934921555128,0.6428718525878262,1
0.9131398852235302,1,1.7452481862309948,1,0,1,0.7578500542365524,0.7587181657193718,1
0.8462043283692249,0,3.7461232543882614,1,0,1,0.6981302497588715,0.7703356543986986,1
0.8849087201382542,1,3.8408946872651373,1,0,1,0.8750478843583067,0.8872247236767687,1
0.1882938367357755,0,3.3898165120687977,1,0,1,0.13211040784155392,0.2790598000574919,0
0.9246309501687048,1,1.2642390431296393,1,0,1,0.7958920710952365,0.7818625275182645,1
0.1639027792174622,1,0.6277769502141515,1,0,0,0.360937984191579,0.06765979745042788,0
0.8702153566862744,0,1.4285931152224656,1,0,1,0.6703517631818681,0.7058544493161814,1
0.08801140057688078,1,1.4273373071209945,1,1,0,0.11010053828866845,0.04801890380926255,0
0.3074480290036496,0,1.6732857737906064,0,1,1,0.24478536935717682,0.48655154928678096,0
0.7616578155481103,0,1.3955189347030768,1,0,1,0.8123235055389997,0.6855074593007533,1
0.8421692069195654,1,1.5638393634912078,1,0,1,0.8286950663896426,0.8843137558582099,1
0.017987756044583636,0,0.689695470580378,0,0,0,0.2564820719621741,0.3675834163103851,0
0.16773947666769062,1,4.6136129694077574,1,1,1,0.09748298575275205,0.18238074318252068,0
0.42791848582909403,1,2.682452441971585,1,0,0,0.21904639518996655,0.24605672525814615,0
0.923351225811536,0,2.6410229416951148,1,0,1,0.9129576849528173,0.8446912214364832,1
0.2007446699581803,0,3.374079414344595,0,0,1,0.053544925548823785,0.13331416905199683,0
0.3451719612499478,1,3.219502566405235,0,1,0,0.1262924871983735,0.18923445896461427,0
0.417384649344463,1,3.3800989742952017,1,0,0,0.2541122482677839,0.046451431402054544,0
0.10275745933627584,1,0.7826551082180646,1,1,1,0.3959525953865303,0.014209358204991973,0
0.8445374803017336,1,3.288820814355887,1,0,1,0.9527864654620339,0.7464867164362319,1
0.13378463218508424,0,3.8322756306743697,1,0,1,0.10021276656697331,0.4339292289418479,0
0.866956868347994,0,1.1047946925071879,1,0,1,0.8647070591344936,0.6679457397495702,1
0.4623165240057895,1,0.4121563251184712,1,1,1,0.1058172613379596,0.2797973773848388,0
0.740634233877042,0,1.5850997284262478,1,0,1,0.8717083307086966,0.9853316371882191,1
0.8735199456771087,0,3.8450608225190894,1,0,1,0.7360152246159001,0.7194322683834538,1
0.7146736878662998,1,1.6584275941572781,1,0,1,0.8470698958265314,0.8823981198651949,1
0.7254916760613387,0,2.5181033485303415,1,0,1,0.6042835832470641,0.6766815331890874,1
0.21275314384220068,1,1.5820765345898633,0,1,0,0.4982254139328205,0.07068007041143654,0
0.4286308599233589,0,5.019045137736643,1,1,0,0.35730266375321096,0.03675309606006283,0
0.7337167074299892,0,1.1635349449750665,1,0,1,0.7960132282828197,0.6918486652508462,1
0.8770458718340027,1,3.0630814354226237,1,0,1,0.9403546820818385,0.6967197999940175,1
0.8490774289142267,0,3.2515196019363883,1,0,1,0.7893632463383395,0.8567015697313047,1
0.8222661797156142,1,3.3295381210827757,1,0,1,0.9854734413606341,0.9806598544962644,1
0.17832426895468484,1,5.924719589211623,0,1,0,0.38203837422773124,0.22139553923222915,0
0.3852525588234455,1,1.0761186047508886,0,0,1,0.24611217487037867,0.11373475463797622,0
0.7166184553840242,0,1.0509924730190119,1,0,1,0.9319872922839938,0.9288909610738647,1
0.8720472926324919,0,3.113299907405006,1,0,1,0.6863043895261094,0.7903447642750867,1
0.301301774963819,1,1.7626073183376716,1,1,1,0.04385899742720123,0.3470783186265754,0
0.4370514104704051,1,5.021642533445776,0,0,1,0.21412580150169347,0.15592119454421483,0
0.3425336533978092,1,0.7969621569404668,1,1,1,0.09267584545937074,0.325632703585575,0
0.15368952996093044,1,0.10509369151694048,1,0,1,0.05607695075046759,0.1875595296605979,0
0.9315272456872099,0,2.7686328520129724,1,0,1,0.7468720140083387,0.6812607046192534,1
0.8644249190844848,1,3.123160371022057,1,0,1,0.903321456350699,0.7679547774487633,1
0.7683270830196522,0,1.673125624325292,1,0,1,0.7046114700962226,0.8135772149582116,1
0.8387834836769508,1,3.339294150377608,1,0,1,0.6137325940997406,0.9467610549251212,1
0.8627812614319676,0,3.8471817599064866,1,0,1,0.7700327008251422,0.6514665315444068,1
0.2798979784850142,1,1.7317548578404067,1,0,1,0.3193736216707829,0.3498001618624533,0
0.9981618691111618,0,2.8307151394721246,1,0,1,0.971328470157193,0.703415409568972,1
0.9804107102623612,1,3.377444113320768,1,0,1,0.6301668257268143,0.6465345341410245,1
0.32145516105786787,1,0.7864261772179393,0,1,1,0.017277014129623236,0.3589372823821092,0
0.4450392082257068,0,2.1987306262992656,1,1,0,0.10016774429969111,0.42766209790255577,0
0.9295728691047966,1,1.7878859255434865,1,0,1,0.7532498985692399,0.7313022926844623,1
0.7278400883702247,1,3.146443705418272,1,0,1,0.8583522242910548,0.8356080585648806,1
0.9993756041880772,0,2.171790779311802,1,0,1,0.7692052045377337,0.8212610537782405,1
0.9782011388419288,1,2.799741764626195,1,0,1,0.7079347202005941,0.7863245806130456,1
0.7629204672385184,1,2.5892489257952245,1,0,1,0.7892555800433096,0.6072771068830471,1
0.9833324678014848,0,2.852887821262745,1,0,1,0.7186806785436483,0.982229965892737,1
0.4459316511439144,1,2.163259766744244,1,1,1,0.4231837981152514,0.33053782519300123,0
0.8254118007078075,0,2.847752179414191,1,0,1,0.7219214926805885,0.820844400560795,1
0.9986521449149619,1,3.7246891508404443,1,0,1,0.600862751622998,0.6796441948746608,1
0.32055115556555985,0,4.1519588647750565,0,0,1,0.23449065803286023,0.2524169999680977,0
0.29017828106224325,0,0.04393617947181894,0,0,0,0.015661882315472275,0.08666117461871059,0
0.7851226056379487,0,2.4604578484161914,1,0,1,0.8644256605234055,0.7556809852392846,1
0.1472556807385878,0,1.7667069187892674,1,1,1,0.023448936276387,0.43978668433967977,0
0.13676938653149634,1,0.7453444068511561,1,1,0,0.04436378784202677,0.24255656915298562,0
0.8215177372122425,1,1.8896554549229176,1,0,1,0.8096229435402249,0.9756711308763881,1
0.7381727517297962,0,3.7817880470371,1,0,1,0.8204582556171199,0.93340948687093,1
0.23995002603315058,0,2.524308699147285,0,0,1,0.1541528310516393,0.34377886072841124,0
0.7919088985598013,0,3.0845675543292157,1,0,1,0.9126093953068488,0.727807292424468,1
0.79901104800309,1,2.2095800093807907,1,0,1,0.9055584159280685,0.671489844042339,1
0.17164459909257657,1,2.1031466819881546,0,1,0,0.47242460447515305,0.05118763663306364,0
0.9786840787037328,1,2.702078317608479,1,0,1,0.9595894560230926,0.717696012488066,1
0.7397452573374635,0,1.3875107899042354,1,0,1,0.7880997280829836,0.7781455295981651,1
0.7040135728898284,0,1.9142932374148218,1,0,1,0.8808020400609529,0.9683620618633875,1
0.4999882190738648,0,3.807190057233148,1,1,0,0.4641820803256216,0.4347000064712978,0
0.13319332959140334,1,5.295186370345071,0,0,1,0.16575555070830345,0.15147117709785962,0
0.012107988247578472,0,4.340805684519512,0,1,1,0.17292422109622668,0.2321809058808878,0
0.7467542300021515,1,3.3116267170197453,1,0,1,0.9649096317622875,0.8228060524556413,1
